Tx 0.0367144 1 6 1 39 
Tx 0.0367145 1 2 1 39 
Tx 0.0367146 1 3 1 39 
Tx 0.0367147 1 5 1 39 
Tx 0.0367148 1 4 1 39 
Tx 0.0367149 1 1 1 39 
Tx 0.0429286 1 2 1 15 
Tx 0.0429286 1 3 1 15 
Tx 0.0429286 1 1 1 15 
Tx 0.0479286 1 6 1 15 
Tx 0.0479286 1 5 1 15 
Tx 0.0479286 1 4 1 15 
Tx 0.0479286 1 4 1 15 
Rx 0.170887 1 3 3 1454 666264
Rx 0.171008 1 3 3 1454 786029
Rx 0.171092 1 6 3 1454 2463759
Rx 0.171092 1 6 3 1454 481684
Rx 0.171092 1 6 3 1454 480489
Rx 0.171092 1 6 3 1454 479294
Rx 0.171092 1 6 3 1454 478099
Rx 0.171092 1 6 3 1454 476904
Rx 0.171092 1 6 3 1454 475709
Rx 0.171092 1 6 3 1454 474514
Rx 0.171092 1 6 3 1454 473319
Rx 0.171092 1 6 3 1454 472124
Rx 0.171092 1 6 3 1454 470929
Rx 0.171092 1 6 3 1454 469734
Rx 0.171092 1 6 3 1454 468539
Rx 0.171092 1 6 3 1454 467344
Rx 0.171092 1 6 3 1454 466149
Rx 0.171092 1 6 3 1454 464954
Rx 0.171092 1 6 3 1454 463759
Rx 0.171092 1 6 3 1454 462564
Rx 0.171092 1 6 3 1454 461369
Rx 0.171092 1 6 3 1454 460174
Rx 0.171092 1 6 3 1454 458979
Rx 0.171092 1 6 3 1454 457784
Rx 0.171092 1 6 3 1454 456589
Rx 0.171092 1 6 3 1454 455394
Rx 0.171092 1 6 3 1454 454199
Rx 0.171187 1 6 3 1454 548844
Rx 0.171187 1 6 3 1454 547649
Rx 0.171187 1 6 3 1454 546454
Rx 0.171187 1 6 3 1454 545259
Rx 0.171187 1 6 3 1454 544064
Rx 0.171187 1 6 3 1454 542869
Rx 0.171187 1 6 3 1454 541674
Rx 0.171187 1 6 3 1454 540479
Rx 0.171187 1 6 3 1454 473364
Rx 0.171187 1 6 3 1454 472169
Rx 0.171187 1 6 3 1454 470974
Rx 0.171187 1 6 3 1454 469779
Rx 0.171187 1 6 3 1454 468584
Rx 0.171187 1 6 3 1454 467389
Rx 0.171187 1 6 3 1454 466194
Rx 0.171187 1 6 3 1454 464999
Rx 0.171187 1 6 3 1454 463804
Rx 0.171187 1 6 3 1454 462609
Rx 0.171187 1 6 3 1454 461414
Rx 0.171187 1 6 3 1454 460219
Rx 0.171187 1 6 3 1454 459024
Rx 0.171187 1 6 3 1454 457829
Rx 0.171187 1 6 3 1454 456634
Rx 0.171187 1 6 3 1454 455439
Rx 0.171283 1 6 3 1454 550084
Rx 0.171283 1 6 3 1454 548889
Rx 0.171283 1 6 3 1454 547694
Rx 0.171283 1 6 3 1454 546499
Rx 0.171283 1 6 3 1454 545304
Rx 0.171283 1 6 3 1454 544109
Rx 0.171283 1 6 3 1454 542914
Rx 0.171283 1 6 3 1454 541719
Rx 0.171283 1 6 3 1454 540524
Rx 0.171283 1 6 3 1454 539329
Rx 0.171283 1 6 3 1454 538134
Rx 0.171283 1 6 3 1454 536939
Rx 0.171283 1 6 3 1454 535744
Rx 0.171283 1 6 3 1454 534549
Rx 0.171283 1 6 3 1454 533354
Rx 0.171283 1 6 3 1454 532159
Rx 0.171283 1 6 3 1454 530964
Rx 0.171283 1 6 3 1454 529769
Rx 0.171283 1 6 3 1454 528574
Rx 0.171283 1 6 3 1454 527379
Rx 0.171283 1 6 3 1454 526184
Rx 0.171283 1 6 3 1454 524989
Rx 0.171283 1 6 3 1454 523794
Rx 0.171283 1 6 3 1454 522599
Rx 0.171346 1 6 3 1454 583964
Rx 0.171346 1 6 3 1454 582769
Rx 0.171346 1 6 3 1454 581574
Rx 0.171346 1 6 3 1454 580379
Rx 0.171346 1 6 3 1454 579184
Rx 0.171346 1 6 3 1454 577989
Rx 0.171346 1 6 3 1454 576794
Rx 0.171346 1 6 3 1454 575599
Rx 0.171346 1 6 3 1454 574404
Rx 0.171346 1 6 3 1454 573209
Rx 0.171346 1 6 3 1454 572014
Rx 0.171383 1 2 3 54 470544
Rx 0.17145 1 6 3 1454 674979
Rx 0.17145 1 6 3 1454 673784
Rx 0.17145 1 6 3 1454 672589
Rx 0.17145 1 6 3 1454 671394
Rx 0.17145 1 6 3 1454 670199
Rx 0.17145 1 6 3 1454 669004
Rx 0.17145 1 6 3 1454 667809
Rx 0.17145 1 6 3 1454 666614
Rx 0.17145 1 6 3 1454 665419
Rx 0.17145 1 6 3 1454 664224
Rx 0.17145 1 6 3 1454 663029
Rx 0.17145 1 6 3 1454 661834
Rx 0.17145 1 6 3 1454 660639
Rx 0.17155 1 2 3 1454 635916
Rx 0.171592 1 6 3 1454 801044
Rx 0.171592 1 6 3 1454 799849
Rx 0.171592 1 6 3 1454 798654
Rx 0.171592 1 6 3 1454 773364
Rx 0.171592 1 6 3 1454 772169
Rx 0.171592 1 6 3 1454 770974
Rx 0.171592 1 6 3 1454 769779
Rx 0.171592 1 6 3 1454 768584
Rx 0.171592 1 6 3 1454 767389
Rx 0.171592 1 6 3 1454 766194
Rx 0.171592 1 6 3 1454 764999
Rx 0.171592 1 6 3 1454 763804
Rx 0.171662 1 6 3 1454 833489
Rx 0.171662 1 6 3 1454 832294
Rx 0.171662 1 6 3 1454 831099
Rx 0.171662 1 6 3 1454 829904
Rx 0.171662 1 6 3 1454 828709
Rx 0.171662 1 6 3 1454 827514
Rx 0.171662 1 6 3 1454 826319
Rx 0.171662 1 6 3 1454 825124
Rx 0.171662 1 6 3 1454 823929
Rx 0.171662 1 6 3 1454 822734
Rx 0.171662 1 6 3 1454 821539
Rx 0.171662 1 6 3 1454 820344
Rx 0.171662 1 6 3 1454 819149
Rx 0.171662 1 6 3 1454 817954
Rx 0.171662 1 6 3 1454 816759
Rx 0.171662 1 6 3 1454 815564
Rx 0.171887 1 4 3 1454 477524
Rx 0.171887 1 4 3 1454 476329
Rx 0.171887 1 4 3 1454 475134
Rx 0.171887 1 4 3 1454 473939
Rx 0.171887 1 4 3 1454 472744
Rx 0.171887 1 4 3 1454 471549
Rx 0.171887 1 4 3 1454 470354
Rx 0.171887 1 4 3 1454 469159
Rx 0.171887 1 4 3 1454 467964
Rx 0.171887 1 4 3 1454 466769
Rx 0.17195 1 6 3 1454 1101889
Rx 0.17195 1 6 3 1454 435924
Rx 0.17195 1 6 3 1454 434729
Rx 0.17195 1 6 3 1454 433534
Rx 0.17195 1 6 3 1454 432339
Rx 0.17195 1 6 3 1454 431144
Rx 0.17195 1 6 3 1454 429949
Rx 0.17195 1 6 3 1454 428754
Rx 0.17195 1 6 3 1454 427559
Rx 0.17195 1 6 3 1454 426364
Rx 0.17195 1 6 3 1454 425169
Rx 0.17195 1 6 3 1454 423974
Rx 0.17195 1 6 3 1454 422779
Rx 0.17195 1 6 3 1454 421584
Rx 0.171992 1 4 3 1454 569734
Rx 0.171992 1 4 3 1454 568539
Rx 0.171992 1 4 3 1454 567344
Rx 0.171992 1 4 3 1454 566149
Rx 0.171992 1 4 3 1454 564954
Rx 0.172071 1 4 3 1454 642959
Rx 0.172071 1 4 3 1454 641764
Rx 0.172071 1 4 3 1454 640569
Rx 0.172071 1 4 3 1454 639374
Rx 0.172071 1 4 3 1454 638179
Rx 0.172071 1 4 3 1454 636984
Rx 0.172071 1 4 3 1454 635789
Rx 0.172071 1 4 3 1454 634594
Rx 0.172071 1 4 3 1454 633399
Rx 0.172117 1 4 3 1454 678124
Rx 0.172708 1 4 3 1454 1268609
Rx 0.17285 1 4 3 1454 425814
Rx 0.17285 1 4 3 1454 424619
Rx 0.17285 1 4 3 1454 423424
Rx 0.17285 1 4 3 1454 422229
Rx 0.17285 1 4 3 1454 421034
Rx 0.172908 1 4 3 1454 478239
Rx 0.173154 1 3 3 1454 761044
Rx 0.173154 1 3 3 1454 759849
Rx 0.173154 1 3 3 1454 758654
Rx 0.173154 1 3 3 1454 757459
Rx 0.173154 1 3 3 1454 756264
Rx 0.173154 1 3 3 1454 755069
Rx 0.17325 1 3 3 1454 849714
Rx 0.17325 1 3 3 1454 848519
Rx 0.17325 1 3 3 1454 847324
Rx 0.17325 1 3 3 1454 846129
Rx 0.17325 1 3 3 1454 844934
Rx 0.173392 1 3 3 1454 985339
Rx 0.173392 1 3 3 1454 984144
Rx 0.173392 1 3 3 1454 982949
Rx 0.173392 1 3 3 1454 981754
Rx 0.173392 1 3 3 1454 980559
Rx 0.173392 1 3 3 1454 979364
Rx 0.173392 1 3 3 1454 978169
Rx 0.173392 1 3 3 1454 976974
Rx 0.173392 1 3 3 1454 975779
Rx 0.173392 1 3 3 1454 974584
Rx 0.173392 1 3 3 1454 973389
Rx 0.173392 1 3 3 1454 972194
Rx 0.173392 1 3 3 1454 970999
Rx 0.173392 1 3 3 1454 969804
Rx 0.173392 1 3 3 1454 968609
Rx 0.173392 1 3 3 1454 894324
Rx 0.173392 1 3 3 1454 893129
Rx 0.173392 1 3 3 1454 891934
Rx 0.173392 1 3 3 1454 890739
Rx 0.173392 1 3 3 1454 889544
Rx 0.173392 1 3 3 1454 888349
Rx 0.173492 1 3 3 1454 987154
Rx 0.173492 1 3 3 1454 985959
Rx 0.173492 1 3 3 1454 984764
Rx 0.173492 1 3 3 1454 983569
Rx 0.173492 1 3 3 1454 982374
Rx 0.173492 1 3 3 1454 981179
Rx 0.173492 1 3 3 1454 979984
Rx 0.173492 1 3 3 1454 978789
Rx 0.173492 1 3 3 1454 977594
Rx 0.173592 1 3 3 1454 1076399
Rx 0.173592 1 3 3 1454 1075204
Rx 0.173592 1 3 3 1454 1074009
Rx 0.173592 1 3 3 1454 1072814
Rx 0.173592 1 3 3 1454 1071619
Rx 0.173592 1 3 3 1454 1070424
Rx 0.173592 1 3 3 1454 1069229
Rx 0.173592 1 3 3 1454 1068034
Rx 0.173592 1 3 3 1454 1066839
Rx 0.173692 1 3 3 1454 1165644
Rx 0.173692 1 3 3 1454 1164449
Rx 0.173692 1 3 3 1454 1163254
Rx 0.173692 1 3 3 1454 1162059
Rx 0.173692 1 3 3 1454 1094324
Rx 0.173692 1 3 3 1454 1093129
Rx 0.173692 1 3 3 1454 1091934
Rx 0.173692 1 3 3 1454 1090739
Rx 0.173692 1 3 3 1454 1089544
Rx 0.173792 1 3 3 1454 1188349
Rx 0.173792 1 3 3 1454 1187154
Rx 0.173792 1 3 3 1454 1185959
Rx 0.173792 1 3 3 1454 1184764
Rx 0.173792 1 3 3 1454 1183569
Rx 0.173792 1 3 3 1454 1182374
Rx 0.173792 1 3 3 1454 1181179
Rx 0.173792 1 3 3 1454 1179984
Rx 0.173792 1 3 3 1454 1178789
Rx 0.173792 1 3 3 1454 1177594
Rx 0.173792 1 3 3 1454 1176399
Rx 0.173887 1 3 3 1454 1271044
Rx 0.173887 1 3 3 1454 1269849
Rx 0.173887 1 3 3 1454 1268654
Rx 0.173887 1 3 3 1454 1267459
Rx 0.173887 1 3 3 1454 1266264
Rx 0.173887 1 3 3 1454 1265069
Rx 0.173887 1 3 3 1454 1263874
Rx 0.173887 1 3 3 1454 1262679
Rx 0.173887 1 3 3 1454 1261484
Rx 0.173887 1 3 3 1454 1260289
Rx 0.173979 1 3 3 1454 1350774
Rx 0.173979 1 3 3 1454 1349579
Rx 0.173979 1 3 3 1454 1348384
Rx 0.173979 1 3 3 1454 1347189
Rx 0.173979 1 3 3 1454 1345994
Rx 0.173979 1 3 3 1454 1344799
Rx 0.173979 1 3 3 1454 1343604
Rx 0.173979 1 3 3 1454 1342409
Rx 0.173979 1 3 3 1454 1341214
Rx 0.173979 1 3 3 1454 1340019
Rx 0.173992 1 6 3 1454 2461989
Rx 0.173992 1 6 3 1454 2460794
Rx 0.173992 1 6 3 1454 2459599
Rx 0.17405 1 6 3 1454 425814
Rx 0.17405 1 6 3 1454 424619
Rx 0.17405 1 6 3 1454 423424
Rx 0.17405 1 6 3 1454 422229
Rx 0.17405 1 6 3 1454 421034
Rx 0.17405 1 6 3 1454 419839
Rx 0.17405 1 6 3 1454 418644
Rx 0.17405 1 6 3 1454 417449
Rx 0.17405 1 6 3 1454 416254
Rx 0.17405 1 6 3 1454 415059
Rx 0.17405 1 6 3 1454 413864
Rx 0.17405 1 6 3 1454 412669
Rx 0.17405 1 6 3 1454 411474
Rx 0.174092 1 3 3 1454 1451304
Rx 0.174092 1 3 3 1454 1450109
Rx 0.174092 1 3 3 1454 1394324
Rx 0.174092 1 3 3 1454 1393129
Rx 0.174092 1 3 3 1454 1391934
Rx 0.17415 1 3 3 1454 1449139
Rx 0.17415 1 3 3 1454 1447944
Rx 0.17415 1 3 3 1454 1446749
Rx 0.17415 1 3 3 1454 1445554
Rx 0.17415 1 3 3 1454 1444359
Rx 0.17415 1 3 3 1454 1443164
Rx 0.174196 1 6 3 1454 556039
Rx 0.174196 1 6 3 1454 554844
Rx 0.174196 1 6 3 1454 553649
Rx 0.174196 1 6 3 1454 552454
Rx 0.174196 1 6 3 1454 551259
Rx 0.174196 1 6 3 1454 550064
Rx 0.174196 1 6 3 1454 548869
Rx 0.174196 1 6 3 1454 547674
Rx 0.174196 1 6 3 1454 546479
Rx 0.174196 1 6 3 1454 545284
Rx 0.174196 1 6 3 1454 544089
Rx 0.174196 1 6 3 1454 542894
Rx 0.174196 1 6 3 1454 541699
Rx 0.174279 1 3 3 1454 1571089
Rx 0.174279 1 3 3 1454 1569894
Rx 0.174279 1 3 3 1454 1568699
Rx 0.174279 1 3 3 1454 1567504
Rx 0.174279 1 3 3 1454 1566309
Rx 0.174279 1 3 3 1454 1565114
Rx 0.174279 1 3 3 1454 1563919
Rx 0.174279 1 3 3 1454 1562724
Rx 0.174279 1 3 3 1454 1561529
Rx 0.174279 1 3 3 1454 1560334
Rx 0.174287 1 6 3 1454 632184
Rx 0.174287 1 6 3 1454 630989
Rx 0.174387 1 3 3 1454 1667459
Rx 0.174387 1 3 3 1454 1666264
Rx 0.174387 1 3 3 1454 1665069
Rx 0.174387 1 3 3 1454 1590164
Rx 0.174387 1 3 3 1454 1588969
Rx 0.174387 1 3 3 1454 1587774
Rx 0.174387 1 3 3 1454 1586579
Rx 0.174387 1 3 3 1454 1585384
Rx 0.174387 1 3 3 1454 1584189
Rx 0.174387 1 3 3 1454 1582994
Rx 0.174492 1 3 3 1454 1685959
Rx 0.174492 1 3 3 1454 1684764
Rx 0.174492 1 3 3 1454 1683569
Rx 0.174492 1 3 3 1454 1682374
Rx 0.174492 1 3 3 1454 1681179
Rx 0.174492 1 3 3 1454 1679984
Rx 0.174492 1 3 3 1454 1678789
Rx 0.174492 1 3 3 1454 1677594
Rx 0.174492 1 3 3 1454 1676399
Rx 0.174492 1 3 3 1454 1675204
Rx 0.174492 1 3 3 1454 1674009
Rx 0.174492 1 3 3 1454 1672814
Rx 0.174592 1 3 3 1454 1771619
Rx 0.174592 1 3 3 1454 1770424
Rx 0.174592 1 3 3 1454 1769229
Rx 0.174592 1 3 3 1454 1594324
Rx 0.174592 1 3 3 1454 1593129
Rx 0.174592 1 3 3 1454 1591934
Rx 0.174592 1 3 3 1454 1590739
Rx 0.174592 1 3 3 1454 1589544
Rx 0.174592 1 3 3 1454 1588349
Rx 0.174592 1 3 3 1454 1587154
Rx 0.174592 1 3 3 1454 1585959
Rx 0.174675 1 3 3 1454 1668124
Rx 0.174675 1 3 3 1454 1666929
Rx 0.174675 1 3 3 1454 1665734
Rx 0.174675 1 3 3 1454 1664539
Rx 0.174675 1 3 3 1454 1663344
Rx 0.174675 1 3 3 1454 1662149
Rx 0.174675 1 3 3 1454 1660954
Rx 0.174675 1 3 3 1454 1659759
Rx 0.174675 1 3 3 1454 1658564
Rx 0.174792 1 3 3 1454 1774009
Rx 0.174792 1 3 3 1454 1772814
Rx 0.174792 1 3 3 1454 1771619
Rx 0.174792 1 3 3 1454 1770424
Rx 0.174792 1 3 3 1454 1769229
Rx 0.174792 1 3 3 1454 1768034
Rx 0.174792 1 3 3 1454 1766839
Rx 0.174792 1 3 3 1454 1765644
Rx 0.174792 1 3 3 1454 1764449
Rx 0.174792 1 3 3 1454 1694324
Rx 0.174792 1 3 3 1454 1693129
Rx 0.174887 1 3 3 1454 1787774
Rx 0.174887 1 3 3 1454 1786579
Rx 0.174887 1 3 3 1454 1785384
Rx 0.174887 1 3 3 1454 1784189
Rx 0.174887 1 3 3 1454 1782994
Rx 0.174887 1 3 3 1454 1781799
Rx 0.174887 1 3 3 1454 1780604
Rx 0.174887 1 3 3 1454 1779409
Rx 0.174887 1 3 3 1454 1778214
Rx 0.174887 1 3 3 1454 1777019
Rx 0.174887 1 3 3 1454 1775824
Rx 0.175083 1 3 3 1454 1970469
Rx 0.175083 1 3 3 1454 1969274
Rx 0.175083 1 3 3 1454 1968079
Rx 0.175083 1 3 3 1454 1966884
Rx 0.175083 1 3 3 1454 1965689
Rx 0.175083 1 3 3 1454 1964494
Rx 0.175083 1 3 3 1454 1963299
Rx 0.175083 1 3 3 1454 1962104
Rx 0.175087 1 6 3 1454 1429794
Rx 0.175183 1 3 3 1454 2060909
Rx 0.175183 1 3 3 1454 2059714
Rx 0.175183 1 3 3 1454 2058519
Rx 0.175183 1 3 3 1454 2057324
Rx 0.175183 1 3 3 1454 2056129
Rx 0.175183 1 3 3 1454 2054934
Rx 0.175183 1 3 3 1454 2053739
Rx 0.175183 1 3 3 1454 2052544
Rx 0.175183 1 3 3 1454 2051349
Rx 0.175183 1 3 3 1454 2050154
Rx 0.175296 1 3 3 1454 2161439
Rx 0.175296 1 3 3 1454 2160244
Rx 0.175296 1 3 3 1454 2159049
Rx 0.175296 1 3 3 1454 2157854
Rx 0.175296 1 3 3 1454 2156659
Rx 0.175296 1 3 3 1454 2155464
Rx 0.175296 1 3 3 1454 2154269
Rx 0.175296 1 3 3 1454 2153074
Rx 0.175296 1 3 3 1454 2151879
Rx 0.175296 1 3 3 1454 1998484
Rx 0.175296 1 3 3 1454 1997289
Rx 0.175392 1 3 3 1454 2091934
Rx 0.175392 1 3 3 1454 2090739
Rx 0.175392 1 3 3 1454 2089544
Rx 0.175392 1 3 3 1454 2088349
Rx 0.175392 1 3 3 1454 2087154
Rx 0.175392 1 3 3 1454 2085959
Rx 0.175392 1 3 3 1454 2084764
Rx 0.175392 1 3 3 1454 2083569
Rx 0.175392 1 3 3 1454 2082374
Rx 0.175392 1 3 3 1454 2081179
Rx 0.175392 1 3 3 1454 2079984
Rx 0.175392 1 3 3 1454 2078789
Rx 0.175487 1 3 3 1454 2173434
Rx 0.175487 1 3 3 1454 2172239
Rx 0.175487 1 3 3 1454 2171044
Rx 0.175487 1 3 3 1454 2169849
Rx 0.175487 1 3 3 1454 2168654
Rx 0.175487 1 3 3 1454 2167459
Rx 0.175487 1 3 3 1454 2166264
Rx 0.175487 1 3 3 1454 2165069
Rx 0.175487 1 3 3 1454 1894324
Rx 0.175487 1 3 3 1454 1893129
Rx 0.175592 1 3 3 1454 1996094
Rx 0.175592 1 3 3 1454 1994899
Rx 0.175592 1 3 3 1454 1993704
Rx 0.175592 1 3 3 1454 1992509
Rx 0.175592 1 3 3 1454 1991314
Rx 0.175592 1 3 3 1454 1990119
Rx 0.175592 1 3 3 1454 1988924
Rx 0.175592 1 3 3 1454 1987729
Rx 0.175592 1 3 3 1454 1986534
Rx 0.175592 1 3 3 1454 1985339
Rx 0.175592 1 3 3 1454 1984144
Rx 0.175692 1 3 3 1454 2082949
Rx 0.175692 1 3 3 1454 2081754
Rx 0.175692 1 3 3 1454 2080559
Rx 0.175692 1 3 3 1454 2079364
Rx 0.175692 1 3 3 1454 2078169
Rx 0.175692 1 3 3 1454 2076974
Rx 0.175692 1 3 3 1454 2075779
Rx 0.175692 1 3 3 1454 2074584
Rx 0.175692 1 3 3 1454 2073389
Rx 0.175692 1 3 3 1454 2072194
Rx 0.175692 1 3 3 1454 2070999
Rx 0.175792 1 3 3 1454 2169804
Rx 0.175792 1 3 3 1454 2168609
Rx 0.175792 1 3 3 1454 2094324
Rx 0.175792 1 3 3 1454 2093129
Rx 0.175792 1 3 3 1454 2091934
Rx 0.175792 1 3 3 1454 2090739
Rx 0.175792 1 3 3 1454 2089544
Rx 0.175792 1 3 3 1454 2088349
Rx 0.175792 1 3 3 1454 2087154
Rx 0.175792 1 3 3 1454 2085959
Rx 0.175792 1 3 3 1454 2084764
Rx 0.175792 1 3 3 1454 2083569
Rx 0.175887 1 3 3 1454 2178214
Rx 0.175887 1 3 3 1454 2177019
Rx 0.175887 1 3 3 1454 2175824
Rx 0.175887 1 3 3 1454 2174629
Rx 0.175887 1 3 3 1454 2173434
Rx 0.175887 1 3 3 1454 2172239
Rx 0.175887 1 3 3 1454 2171044
Rx 0.175887 1 3 3 1454 2169849
Rx 0.175887 1 3 3 1454 2168654
Rx 0.175887 1 3 3 1454 2167459
Rx 0.175987 1 6 3 1454 390164
Rx 0.175987 1 6 3 1454 388969
Rx 0.175987 1 6 3 1454 387774
Rx 0.17605 1 6 3 1454 449139
Rx 0.17605 1 6 3 1454 447944
Rx 0.17605 1 6 3 1454 446749
Rx 0.17605 1 6 3 1454 445554
Rx 0.17605 1 6 3 1454 444359
Rx 0.17605 1 6 3 1454 443164
Rx 0.17605 1 6 3 1454 441969
Rx 0.17605 1 6 3 1454 440774
Rx 0.17605 1 6 3 1454 439579
Rx 0.17605 1 6 3 1454 438384
Rx 0.17605 1 6 3 1454 437189
Rx 0.17605 1 6 3 1454 435994
Rx 0.17605 1 6 3 1454 434799
Rx 0.176092 1 3 3 1454 2370424
Rx 0.176092 1 3 3 1454 2369229
Rx 0.176092 1 3 3 1454 2368034
Rx 0.176092 1 3 3 1454 2366839
Rx 0.176092 1 3 3 1454 2365644
Rx 0.176092 1 3 3 1454 2364449
Rx 0.17615 1 3 3 1454 2421654
Rx 0.17615 1 3 3 1454 2420459
Rx 0.17615 1 3 3 1454 2419264
Rx 0.17615 1 3 3 1454 2418069
Rx 0.17615 1 3 3 1454 2416874
Rx 0.176196 1 6 3 1454 579364
Rx 0.176196 1 6 3 1454 578169
Rx 0.176196 1 6 3 1454 576974
Rx 0.176196 1 6 3 1454 575779
Rx 0.176196 1 6 3 1454 574584
Rx 0.176196 1 6 3 1454 573389
Rx 0.176196 1 6 3 1454 572194
Rx 0.176196 1 6 3 1454 570999
Rx 0.176196 1 6 3 1454 569804
Rx 0.176196 1 6 3 1454 568609
Rx 0.176196 1 6 3 1454 567414
Rx 0.176196 1 6 3 1454 566219
Rx 0.176196 1 6 3 1454 565024
Rx 0.176242 1 3 3 1454 2507359
Rx 0.176242 1 3 3 1454 2506164
Rx 0.176242 1 3 3 1454 2504969
Rx 0.176242 1 3 3 1454 2503774
Rx 0.176242 1 3 3 1454 2502579
Rx 0.176292 1 6 3 1454 659669
Rx 0.176292 1 6 3 1454 658474
Rx 0.176292 1 6 3 1454 657279
Rx 0.176292 1 6 3 1454 619284
Rx 0.176292 1 6 3 1454 618089
Rx 0.176292 1 6 3 1454 616894
Rx 0.176292 1 6 3 1454 615699
Rx 0.176292 1 6 3 1454 614504
Rx 0.176292 1 6 3 1454 613309
Rx 0.176292 1 6 3 1454 612114
Rx 0.176292 1 6 3 1454 610919
Rx 0.176292 1 6 3 1454 609724
Rx 0.176292 1 6 3 1454 608529
Rx 0.176292 1 6 3 1454 607334
Rx 0.176292 1 6 3 1454 606139
Rx 0.17635 1 3 3 1454 2609704
Rx 0.17635 1 3 3 1454 2608509
Rx 0.17635 1 3 3 1454 2452724
Rx 0.17635 1 3 3 1454 2451529
Rx 0.17635 1 3 3 1454 2450334
Rx 0.17635 1 3 3 1454 2449139
Rx 0.176396 1 6 3 1454 709104
Rx 0.176396 1 6 3 1454 707909
Rx 0.176396 1 6 3 1454 706714
Rx 0.176396 1 6 3 1454 705519
Rx 0.176396 1 6 3 1454 704324
Rx 0.176396 1 6 3 1454 703129
Rx 0.176396 1 6 3 1454 701934
Rx 0.176396 1 6 3 1454 700739
Rx 0.176396 1 6 3 1454 699544
Rx 0.176396 1 6 3 1454 698349
Rx 0.176396 1 6 3 1454 697154
Rx 0.176396 1 6 3 1454 695959
Rx 0.176396 1 6 3 1454 694764
Rx 0.176396 1 6 3 1454 693569
Rx 0.17645 1 3 3 1454 2547944
Rx 0.17645 1 3 3 1454 2546749
Rx 0.17645 1 3 3 1454 2545554
Rx 0.17645 1 3 3 1454 2544359
Rx 0.17645 1 3 3 1454 2543164
Rx 0.17645 1 3 3 1454 2541969
Rx 0.176492 1 6 3 1454 788214
Rx 0.176492 1 6 3 1454 787019
Rx 0.176492 1 6 3 1454 785824
Rx 0.176492 1 6 3 1454 784629
Rx 0.176492 1 6 3 1454 783434
Rx 0.176492 1 6 3 1454 782239
Rx 0.176492 1 6 3 1454 781044
Rx 0.176492 1 6 3 1454 779849
Rx 0.176492 1 6 3 1454 778654
Rx 0.176492 1 6 3 1454 777459
Rx 0.176492 1 6 3 1454 776264
Rx 0.176492 1 6 3 1454 775069
Rx 0.17655 1 6 3 1454 832274
Rx 0.17655 1 6 3 1454 831079
Rx 0.17655 1 6 3 1454 829884
Rx 0.17655 1 6 3 1454 828689
Rx 0.17655 1 6 3 1454 827494
Rx 0.17655 1 6 3 1454 826299
Rx 0.17655 1 6 3 1454 825104
Rx 0.17655 1 6 3 1454 823909
Rx 0.17655 1 6 3 1454 822714
Rx 0.17655 1 6 3 1454 821519
Rx 0.17655 1 6 3 1454 820324
Rx 0.17655 1 6 3 1454 819129
Rx 0.17655 1 6 3 1454 817934
Rx 0.176592 1 3 3 1454 2682374
Rx 0.176592 1 3 3 1454 2681179
Rx 0.176592 1 3 3 1454 2679984
Rx 0.176592 1 3 3 1454 2678789
Rx 0.176592 1 3 3 1454 2677594
Rx 0.176646 1 3 3 1454 2730639
Rx 0.176646 1 3 3 1454 2729444
Rx 0.176646 1 3 3 1454 2728249
Rx 0.176646 1 3 3 1454 2727054
Rx 0.176646 1 3 3 1454 2725859
Rx 0.176646 1 3 3 1454 2724664
Rx 0.176687 1 6 3 1454 954179
Rx 0.176687 1 6 3 1454 952984
Rx 0.176687 1 6 3 1454 951789
Rx 0.176687 1 6 3 1454 950594
Rx 0.176687 1 6 3 1454 949399
Rx 0.176687 1 6 3 1454 948204
Rx 0.176687 1 6 3 1454 947009
Rx 0.176687 1 6 3 1454 945814
Rx 0.176687 1 6 3 1454 944619
Rx 0.176687 1 6 3 1454 943424
Rx 0.176687 1 6 3 1454 942229
Rx 0.176687 1 6 3 1454 941034
Rx 0.176729 1 3 3 1454 2806829
Rx 0.176729 1 3 3 1454 2805634
Rx 0.176729 1 3 3 1454 2804439
Rx 0.176754 1 6 3 1454 1006559
Rx 0.176754 1 6 3 1454 1005364
Rx 0.176754 1 6 3 1454 1004169
Rx 0.176754 1 6 3 1454 1002974
Rx 0.176754 1 6 3 1454 1001779
Rx 0.176754 1 6 3 1454 1000584
Rx 0.176754 1 6 3 1454 999389
Rx 0.176754 1 6 3 1454 861044
Rx 0.176783 1 4 3 1454 455439
Rx 0.176783 1 4 3 1454 454244
Rx 0.176783 1 4 3 1454 453049
Rx 0.176829 1 3 3 1454 2903244
Rx 0.176829 1 3 3 1454 2902049
Rx 0.176829 1 3 3 1454 2900854
Rx 0.176854 1 6 3 1454 959849
Rx 0.176854 1 6 3 1454 958654
Rx 0.176854 1 6 3 1454 957459
Rx 0.176854 1 6 3 1454 956264
Rx 0.176854 1 6 3 1454 955069
Rx 0.176854 1 6 3 1454 953874
Rx 0.176854 1 6 3 1454 952679
Rx 0.176879 1 4 3 1454 547694
Rx 0.176879 1 4 3 1454 546499
Rx 0.176879 1 4 3 1454 545304
Rx 0.176962 1 6 3 1454 1059804
Rx 0.176962 1 6 3 1454 1058609
Rx 0.176962 1 6 3 1454 1057414
